09:22:27	 Account: hatuthuyen1	Name: Teolas	 DelItem: Tóc S­¬ng
14:37:12	 Account: vugiang	Name: GaÙRung	 DelItem: [ Nguyªn So¸i ] quan Ên
14:37:12	 Account: vugiang	Name: GaÙRung	 DelItem: [ Nguyªn So¸i ] quan Ên
14:37:12	 Account: vugiang	Name: GaÙRung	 DelItem: [ Nguyªn So¸i ] quan Ên
14:37:12	 Account: vugiang	Name: GaÙRung	 DelItem: [ Nguyªn So¸i ] quan Ên
14:37:12	 Account: vugiang	Name: GaÙRung	 DelItem: [ Nguyªn So¸i ] quan Ên
14:37:21	 Account: kiet1994	Name: ChayChoChet	 DelItem: Kim Phong Tr¹c Liªn Quang
14:37:57	 Account: vugiang	Name: GaÙRung	 DelItem: [ Nguyªn So¸i ] trang søc
14:37:57	 Account: vugiang	Name: GaÙRung	 DelItem: [ Nguyªn So¸i ] trang søc
14:37:57	 Account: vugiang	Name: GaÙRung	 DelItem: [ Nguyªn So¸i ] trang søc
14:37:57	 Account: vugiang	Name: GaÙRung	 DelItem: [ Nguyªn So¸i ] trang søc
14:37:57	 Account: vugiang	Name: GaÙRung	 DelItem: [ Nguyªn So¸i ] trang søc
14:37:57	 Account: vugiang	Name: GaÙRung	 DelItem: [ Nguyªn So¸i ] trang søc
14:37:57	 Account: vugiang	Name: GaÙRung	 DelItem: [ Nguyªn So¸i ] trang søc
14:37:57	 Account: vugiang	Name: GaÙRung	 DelItem: [ Nguyªn So¸i ] trang søc
14:37:57	 Account: vugiang	Name: GaÙRung	 DelItem: [ Nguyªn So¸i ] trang søc
14:37:57	 Account: vugiang	Name: GaÙRung	 DelItem: [ Nguyªn So¸i ] trang søc
14:50:11	 Account: sanbos01	Name: boss01	 DelItem: [ Nguyªn So¸i ] chiÕn m·
14:50:11	 Account: sanbos01	Name: boss01	 DelItem: Tóc S­¬ng
14:50:44	 Account: nhidaica007	Name: anmayquakhu	 DelItem: [ Nguyªn So¸i ] chiÕn m·
14:50:44	 Account: nhidaica007	Name: anmayquakhu	 DelItem: [ Nguyªn So¸i ] chiÕn m·
14:50:44	 Account: nhidaica007	Name: anmayquakhu	 DelItem: [ Nguyªn So¸i ] chiÕn m·
14:51:22	 Account: meomeo02	Name: GiaÙC¸tÙL­îng	 DelItem: Tóc S­¬ng
14:52:18	 Account: nhidaica007	Name: anmayquakhu	 DelItem: [ Nguyªn So¸i ] chiÕn m·
14:52:21	 Account: meomeo02	Name: GiaÙC¸tÙL­îng	 DelItem: §¹i Phong §ao
14:52:21	 Account: meomeo02	Name: GiaÙC¸tÙL­îng	 DelItem: [ Nguyªn So¸i ] mÆt n¹ [cÊp 3]
14:52:21	 Account: meomeo02	Name: GiaÙC¸tÙL­îng	 DelItem: [ Nguyªn So¸i ] mÆt n¹ [cÊp 2]
14:52:21	 Account: meomeo02	Name: GiaÙC¸tÙL­îng	 DelItem: [ Nguyªn So¸i ] mÆt n¹ [cÊp 1]
14:52:21	 Account: meomeo02	Name: GiaÙC¸tÙL­îng	 DelItem: B¸ V­¬ngTiªu
14:52:21	 Account: meomeo02	Name: GiaÙC¸tÙL­îng	 DelItem: [ Nguyªn So¸i ] trang søc
14:52:21	 Account: meomeo02	Name: GiaÙC¸tÙL­îng	 DelItem: [ Nguyªn So¸i ] trang søc
14:52:21	 Account: meomeo02	Name: GiaÙC¸tÙL­îng	 DelItem: [ Nguyªn So¸i ] trang søc
14:52:21	 Account: meomeo02	Name: GiaÙC¸tÙL­îng	 DelItem: [ Nguyªn So¸i ] trang søc
14:52:21	 Account: meomeo02	Name: GiaÙC¸tÙL­îng	 DelItem: [ Nguyªn So¸i ] trang søc
14:52:21	 Account: meomeo02	Name: GiaÙC¸tÙL­îng	 DelItem: [ Nguyªn So¸i ] trang søc
14:52:21	 Account: meomeo02	Name: GiaÙC¸tÙL­îng	 DelItem: [ Nguyªn So¸i ] trang søc
14:52:21	 Account: meomeo02	Name: GiaÙC¸tÙL­îng	 DelItem: [ Nguyªn So¸i ] trang søc
14:52:21	 Account: meomeo02	Name: GiaÙC¸tÙL­îng	 DelItem: [ Nguyªn So¸i ] trang søc
14:52:53	 Account: nhidaica007	Name: anmayquakhu	 DelItem: [ Nguyªn So¸i ] quan Ên
14:52:53	 Account: nhidaica007	Name: anmayquakhu	 DelItem: [ Nguyªn So¸i ] trang søc
14:52:56	 Account: meomeo02	Name: GiaÙC¸tÙL­îng	 DelItem: [ Nguyªn So¸i ] mÆt n¹ [cÊp 9]
14:52:56	 Account: meomeo02	Name: GiaÙC¸tÙL­îng	 DelItem: [ Nguyªn So¸i ] mÆt n¹ [cÊp 8]
14:52:56	 Account: meomeo02	Name: GiaÙC¸tÙL­îng	 DelItem: [ Nguyªn So¸i ] mÆt n¹ [cÊp 7]
14:52:56	 Account: meomeo02	Name: GiaÙC¸tÙL­îng	 DelItem: [ Nguyªn So¸i ] mÆt n¹ [cÊp 6]
14:52:56	 Account: meomeo02	Name: GiaÙC¸tÙL­îng	 DelItem: [ Nguyªn So¸i ] mÆt n¹ [cÊp 5]
14:52:56	 Account: meomeo02	Name: GiaÙC¸tÙL­îng	 DelItem: [ Nguyªn So¸i ] mÆt n¹ [cÊp 4]
14:52:56	 Account: meomeo02	Name: GiaÙC¸tÙL­îng	 DelItem: MËt tŞch kÜ n¨ng 90 (CÊp 25)
14:52:56	 Account: meomeo02	Name: GiaÙC¸tÙL­îng	 DelItem: MËt tŞch kÜ n¨ng 90 (CÊp 24)
14:52:56	 Account: meomeo02	Name: GiaÙC¸tÙL­îng	 DelItem: MËt tŞch kÜ n¨ng 90 (CÊp 23)
14:52:56	 Account: meomeo02	Name: GiaÙC¸tÙL­îng	 DelItem: MËt tŞch kÜ n¨ng 90 (CÊp 22)
14:52:56	 Account: meomeo02	Name: GiaÙC¸tÙL­îng	 DelItem: MËt tŞch kÜ n¨ng 90 (CÊp 21)
14:52:56	 Account: meomeo02	Name: GiaÙC¸tÙL­îng	 DelItem: Vßng Hoa ThÊt TŞch
14:52:56	 Account: meomeo02	Name: GiaÙC¸tÙL­îng	 DelItem: B¸nh Trung Thu Nh©n Dõa
14:52:56	 Account: meomeo02	Name: GiaÙC¸tÙL­îng	 DelItem: Kim Phong §ång T­íc Xu©n Th©m
14:57:40	 Account: sanbos01	Name: boss01	 DelItem: [ Nguyªn So¸i ] trang søc
14:57:40	 Account: sanbos01	Name: boss01	 DelItem: [ Nguyªn So¸i ] trang søc
14:57:40	 Account: sanbos01	Name: boss01	 DelItem: [ Nguyªn So¸i ] trang søc
14:57:40	 Account: sanbos01	Name: boss01	 DelItem: [ Nguyªn So¸i ] phi phong
14:57:40	 Account: sanbos01	Name: boss01	 DelItem: [ Nguyªn So¸i ] phi phong
14:57:40	 Account: sanbos01	Name: boss01	 DelItem: [ Nguyªn So¸i ] phi phong
14:57:40	 Account: sanbos01	Name: boss01	 DelItem: [ Nguyªn So¸i ] phi phong
14:57:40	 Account: sanbos01	Name: boss01	 DelItem: [ Nguyªn So¸i ] phi phong
14:57:40	 Account: sanbos01	Name: boss01	 DelItem: [ Nguyªn So¸i ] phi phong
14:57:40	 Account: sanbos01	Name: boss01	 DelItem: [ Nguyªn So¸i ] phi phong
14:57:40	 Account: sanbos01	Name: boss01	 DelItem: [ Nguyªn So¸i ] phi phong
14:57:40	 Account: sanbos01	Name: boss01	 DelItem: [ Nguyªn So¸i ] phi phong
14:57:40	 Account: sanbos01	Name: boss01	 DelItem: [ Nguyªn So¸i ] quan Ên
14:57:40	 Account: sanbos01	Name: boss01	 DelItem: [ Nguyªn So¸i ] quan Ên
14:57:40	 Account: sanbos01	Name: boss01	 DelItem: [ Nguyªn So¸i ] quan Ên
14:57:40	 Account: sanbos01	Name: boss01	 DelItem: [ Nguyªn So¸i ] quan Ên
14:57:40	 Account: sanbos01	Name: boss01	 DelItem: [ Nguyªn So¸i ] quan Ên
14:57:40	 Account: sanbos01	Name: boss01	 DelItem: [ Nguyªn So¸i ] quan Ên
14:57:40	 Account: sanbos01	Name: boss01	 DelItem: [ Nguyªn So¸i ] quan Ên
14:57:40	 Account: sanbos01	Name: boss01	 DelItem: [ Nguyªn So¸i ] quan Ên
14:57:40	 Account: sanbos01	Name: boss01	 DelItem: [ Nguyªn So¸i ] quan Ên
14:57:40	 Account: sanbos01	Name: boss01	 DelItem: [ Nguyªn So¸i ] quan Ên
14:57:40	 Account: sanbos01	Name: boss01	 DelItem: [ Nguyªn So¸i ] trang søc
14:57:40	 Account: sanbos01	Name: boss01	 DelItem: [ Nguyªn So¸i ] phi phong
14:57:52	 Account: sanbos01	Name: boss01	 DelItem: [ Nguyªn So¸i ] trang søc
14:57:52	 Account: sanbos01	Name: boss01	 DelItem: [ Nguyªn So¸i ] trang søc
14:57:52	 Account: sanbos01	Name: boss01	 DelItem: [ Nguyªn So¸i ] trang søc
14:57:52	 Account: sanbos01	Name: boss01	 DelItem: [ Nguyªn So¸i ] trang søc
14:57:52	 Account: sanbos01	Name: boss01	 DelItem: [ Nguyªn So¸i ] trang søc
14:57:52	 Account: sanbos01	Name: boss01	 DelItem: [ Nguyªn So¸i ] trang søc
14:57:52	 Account: sanbos01	Name: boss01	 DelItem: [ Nguyªn So¸i ] chiÕn m·
14:57:52	 Account: sanbos01	Name: boss01	 DelItem: [ Nguyªn So¸i ] mÆt n¹ [cÊp 1]
14:59:13	 Account: sanbos01	Name: boss01	 DelItem: [ Nguyªn So¸i ] chiÕn m·
14:59:13	 Account: sanbos01	Name: boss01	 DelItem: [ Nguyªn So¸i ] chiÕn m·
14:59:20	 Account: sanbos01	Name: boss01	 DelItem: [ Nguyªn So¸i ] chiÕn m·
14:59:20	 Account: sanbos01	Name: boss01	 DelItem: [ Nguyªn So¸i ] chiÕn m·
15:05:41	 Account: kiet1995	Name: dasdasdasd	 DelItem: Kim Phong Kú L©n HuyÕt
15:18:28	 Account: sicola	Name: Th»ngÙQuûÙNhá	 DelItem: LÖnh bµi Phong L¨ng §é
15:18:28	 Account: sicola	Name: Th»ngÙQuûÙNhá	 DelItem: LÖnh bµi Phong L¨ng §é
15:18:28	 Account: sicola	Name: Th»ngÙQuûÙNhá	 DelItem: LÖnh bµi Phong L¨ng §é
15:18:28	 Account: sicola	Name: Th»ngÙQuûÙNhá	 DelItem: LÖnh bµi Phong L¨ng §é
15:18:28	 Account: sicola	Name: Th»ngÙQuûÙNhá	 DelItem: LÖnh bµi Phong L¨ng §é
15:18:28	 Account: sicola	Name: Th»ngÙQuûÙNhá	 DelItem: Phong V©n Phi Tèc hoµn
15:18:28	 Account: sicola	Name: Th»ngÙQuûÙNhá	 DelItem: LÖnh bµi Phong L¨ng §é
15:18:28	 Account: sicola	Name: Th»ngÙQuûÙNhá	 DelItem: LÖnh bµi Phong L¨ng §é
15:18:40	 Account: sicola	Name: Th»ngÙQuûÙNhá	 DelItem: LÖnh bµi Phong L¨ng §é
15:21:56	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: [ Nguyªn So¸i ] chiÕn m·
15:21:56	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: [ Nguyªn So¸i ] chiÕn m·
15:21:56	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: [ Nguyªn So¸i ] mÆt n¹ [cÊp 5]
15:21:56	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: [ Nguyªn So¸i ] mÆt n¹ [cÊp 2]
15:21:56	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: Hoa cóc tr¾ng
15:22:11	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: [ Nguyªn So¸i ] mÆt n¹ [cÊp 9]
15:22:11	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: [ Nguyªn So¸i ] mÆt n¹ [cÊp 8]
15:22:11	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: [ Nguyªn So¸i ] mÆt n¹ [cÊp 4]
15:22:11	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: [ Nguyªn So¸i ] mÆt n¹ [cÊp 1]
15:22:11	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: Hoa cóc vµng
15:22:11	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: [ Nguyªn So¸i ] mÆt n¹ [cÊp 1]
15:22:34	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: [ Nguyªn So¸i ] chiÕn m·
15:22:34	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: [ Nguyªn So¸i ] chiÕn m·
15:22:34	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: [ Nguyªn So¸i ] chiÕn m·
15:22:46	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: [ Nguyªn So¸i ] chiÕn m·
15:22:46	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: [ Nguyªn So¸i ] mÆt n¹ [cÊp 7]
15:22:46	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: [ Nguyªn So¸i ] mÆt n¹ [cÊp 6]
15:22:46	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: [ Nguyªn So¸i ] mÆt n¹ [cÊp 3]
15:38:48	 Account: nhidaica007	Name: anmayquakhu	 DelItem: Kim Phong §ång T­íc Xu©n Th©m
15:38:48	 Account: nhidaica007	Name: anmayquakhu	 DelItem: Kim Phong Thiªn Lı Th¶o Th­îng Phi
15:38:48	 Account: nhidaica007	Name: anmayquakhu	 DelItem: Kim Phong Lan §×nh Ngäc
15:38:48	 Account: nhidaica007	Name: anmayquakhu	 DelItem: Kim Phong HËu NghÖ dÉn cung
15:38:48	 Account: nhidaica007	Name: anmayquakhu	 DelItem: Kim Phong Tr¹c Liªn Quang
15:38:48	 Account: nhidaica007	Name: anmayquakhu	 DelItem: Kim Phong Kú L©n HuyÕt
