EqName	SwordShieldWFreeStand	ShieldSwordWFreeStand	FreeStand1	FreeStand2	FreeStand3	MeleeWStand	RangeWStand	DoubleWStand	SwordShieldWStand	ShieldSwordWStand	GuqinWStand1	GuqinWStand2	FreeWalk	NormalWalk	MeleeWWalk	RangeWWalk	DoubleWWalk	SwordShieldWWalk	ShieldSwordWWalk	GuqinWWalk	FreeRun	NormalRun	MeleeWRun	RangeWRun	DoubleWRun	SwordShieldWRun	ShieldSwordWRun	GuqinWRun	FreeWound	MeleeWWound	RangeWWound	DoubleWWound	SwordShieldWWound	ShieldSwordWWound	GuqinWWound	FreeDie	MeleeWDie	RangeWDie	DoubleWDie	SwordShieldWDie	ShieldSwordWDie	GuqinWDie	FreeAttack	MeleeWPuncture	MeleeWCut	RangeWPuncture	RangeWCut	DoubleWPull	DoubleWPound	SwordShieldWChop	SwordShieldWCut	ShieldSwordWChop	ShieldSwordWCut	GuqinWPuncture	GuqinWCut	DartThrow	FreeMagic	MeleeWMagic	RangeWMagic	DoubleWMagic	SwordShieldWMagic	ShieldSwordWMagic	GuqinWMagic	SitDown	Jump	RideStand	RideWalk	RideRun	RideCut	RidePuncture	RideMagic	RideWound	RideDie	RideStand1	RideStand2
Tr­êng C«n 1			120,8,1	120,8,1	88,8,1		88,8,1						120,8,1	120,8,1		120,8,1					88,8,1	88,8,1		88,8,1					72,8,1		56,8,1					96,8,1		120,8,1					144,8,1			96,8,1	96,8,1										96,8,1		104,8,1					72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Tr­êng C«n 2			120,8,1	120,8,1	88,8,1		88,8,1						120,8,1	120,8,1		120,8,1					88,8,1	88,8,1		88,8,1					72,8,1		56,8,1					96,8,1		120,8,1					144,8,1			96,8,1	96,8,1										96,8,1		104,8,1					72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Tr­êng C«n 3			120,8,1	120,8,1	88,8,1		88,8,1						120,8,1	120,8,1		120,8,1					88,8,1	88,8,1		88,8,1					72,8,1		56,8,1					96,8,1		120,8,1					144,8,1			96,8,1	96,8,1										96,8,1		104,8,1					72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Song KiÕm 1			120,8,1	120,8,1	88,8,1			88,8,1					120,8,1	120,8,1			120,8,1				88,8,1	88,8,1			88,8,1				72,8,1			96,8,1				96,8,1			144,8,1				144,8,1					128,8,1	96,8,1								96,8,1			128,8,1				72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Song KiÕm 2			120,8,1	120,8,1	88,8,1			88,8,1					120,8,1	120,8,1			120,8,1				88,8,1	88,8,1			88,8,1				72,8,1			96,8,1				96,8,1			144,8,1				144,8,1					128,8,1	96,8,1								96,8,1			128,8,1				72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Song KiÕm 3			120,8,1	120,8,1	88,8,1			88,8,1					120,8,1	120,8,1			120,8,1				88,8,1	88,8,1			88,8,1				72,8,1			96,8,1				96,8,1			144,8,1				144,8,1					128,8,1	96,8,1								96,8,1			128,8,1				72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Song Chïy 1			120,8,1	120,8,1	88,8,1			88,8,1					120,8,1	120,8,1			120,8,1				88,8,1	88,8,1			88,8,1				72,8,1			96,8,1				96,8,1			144,8,1				144,8,1					128,8,1	96,8,1								96,8,1			128,8,1				72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Song Chïy 2			120,8,1	120,8,1	88,8,1			88,8,1					120,8,1	120,8,1			120,8,1				88,8,1	88,8,1			88,8,1				72,8,1			96,8,1				96,8,1			144,8,1				144,8,1					128,8,1	96,8,1								96,8,1			128,8,1				72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Song Chïy 3			120,8,1	120,8,1	88,8,1			88,8,1					120,8,1	120,8,1			120,8,1				88,8,1	88,8,1			88,8,1				72,8,1			96,8,1				96,8,1			144,8,1				144,8,1					128,8,1	96,8,1								96,8,1			128,8,1				72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
¸m KhÝ			120,8,1	120,8,1	88,8,1								120,8,1	120,8,1							88,8,1	88,8,1							72,8,1							96,8,1							144,8,1													128,8,1	96,8,1							72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
§¬n KiÕm 4			120,8,1	120,8,1	88,8,1	88,8,1							120,8,1	120,8,1	120,8,1						88,8,1	88,8,1	88,8,1						72,8,1	64,8,1						96,8,1	88,8,1						144,8,1	128,8,1	112,8,1												96,8,1	96,8,1						72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
§¬n KiÕm 5			120,8,1	120,8,1	88,8,1	88,8,1							120,8,1	120,8,1	120,8,1						88,8,1	88,8,1	88,8,1						72,8,1	64,8,1						96,8,1	88,8,1						144,8,1	128,8,1	112,8,1												96,8,1	96,8,1						72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
§¬n §ao 4			120,8,1	120,8,1	88,8,1	88,8,1							120,8,1	120,8,1	120,8,1						88,8,1	88,8,1	88,8,1						72,8,1	64,8,1						96,8,1	88,8,1						144,8,1	128,8,1	112,8,1												96,8,1	96,8,1						72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
§¬n §ao 5			120,8,1	120,8,1	88,8,1	88,8,1							120,8,1	120,8,1	120,8,1						88,8,1	88,8,1	88,8,1						72,8,1	64,8,1						96,8,1	88,8,1						144,8,1	128,8,1	112,8,1												96,8,1	96,8,1						72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Tr­êng Th­¬ng 4			120,8,1	120,8,1	88,8,1		88,8,1						120,8,1	120,8,1		120,8,1					88,8,1	88,8,1		88,8,1					72,8,1		56,8,1					96,8,1		120,8,1					144,8,1			96,8,1	96,8,1										96,8,1		104,8,1					72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Tr­êng Th­¬ng 5			120,8,1	120,8,1	88,8,1		88,8,1						120,8,1	120,8,1		120,8,1					88,8,1	88,8,1		88,8,1					72,8,1		56,8,1					96,8,1		120,8,1					144,8,1			96,8,1	96,8,1										96,8,1		104,8,1					72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Tr­êng C«n 4			120,8,1	120,8,1	88,8,1		88,8,1						120,8,1	120,8,1		120,8,1					88,8,1	88,8,1		88,8,1					72,8,1		56,8,1					96,8,1		120,8,1					144,8,1			96,8,1	96,8,1										96,8,1		104,8,1					72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Tr­êng C«n 5			120,8,1	120,8,1	88,8,1		88,8,1						120,8,1	120,8,1		120,8,1					88,8,1	88,8,1		88,8,1					72,8,1		56,8,1					96,8,1		120,8,1					144,8,1			96,8,1	96,8,1										96,8,1		104,8,1					72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Song KiÕm 4			120,8,1	120,8,1	88,8,1			88,8,1					120,8,1	120,8,1			120,8,1				88,8,1	88,8,1			88,8,1				72,8,1			96,8,1				96,8,1			144,8,1				144,8,1					128,8,1	96,8,1								96,8,1			128,8,1				72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Song KiÕm 5			120,8,1	120,8,1	88,8,1			88,8,1					120,8,1	120,8,1			120,8,1				88,8,1	88,8,1			88,8,1				72,8,1			96,8,1				96,8,1			144,8,1				144,8,1					128,8,1	96,8,1								96,8,1			128,8,1				72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Song Chïy 4			120,8,1	120,8,1	88,8,1			88,8,1					120,8,1	120,8,1			120,8,1				88,8,1	88,8,1			88,8,1				72,8,1			96,8,1				96,8,1			144,8,1				144,8,1					128,8,1	96,8,1								96,8,1			128,8,1				72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Song Chïy 5			120,8,1	120,8,1	88,8,1			88,8,1					120,8,1	120,8,1			120,8,1				88,8,1	88,8,1			88,8,1				72,8,1			96,8,1				96,8,1			144,8,1				144,8,1					128,8,1	96,8,1								96,8,1			128,8,1				72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
§¬n §ao 6 ( Kim )			120,8,1	120,8,1	88,8,1	88,8,1							120,8,1	120,8,1	120,8,1						88,8,1	88,8,1	88,8,1						72,8,1	64,8,1						96,8,1	88,8,1						144,8,1	128,8,1	112,8,1												96,8,1	96,8,1						72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
§¬n §ao 7 ( Thñy )			120,8,1	120,8,1	88,8,1	88,8,1							120,8,1	120,8,1	120,8,1						88,8,1	88,8,1	88,8,1						72,8,1	64,8,1						96,8,1	88,8,1						144,8,1	128,8,1	112,8,1												96,8,1	96,8,1						72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
§¬n §ao 8 ( Méc )			120,8,1	120,8,1	88,8,1	88,8,1							120,8,1	120,8,1	120,8,1						88,8,1	88,8,1	88,8,1						72,8,1	64,8,1						96,8,1	88,8,1						144,8,1	128,8,1	112,8,1												96,8,1	96,8,1						72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
§¬n §ao 9 ( Thæ )			120,8,1	120,8,1	88,8,1	88,8,1							120,8,1	120,8,1	120,8,1						88,8,1	88,8,1	88,8,1						72,8,1	64,8,1						96,8,1	88,8,1						144,8,1	128,8,1	112,8,1												96,8,1	96,8,1						72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
§¬n KiÕm 6 ( Thñy )			120,8,1	120,8,1	88,8,1	88,8,1							120,8,1	120,8,1	120,8,1						88,8,1	88,8,1	88,8,1						72,8,1	64,8,1						96,8,1	88,8,1						144,8,1	128,8,1	112,8,1												96,8,1	96,8,1						72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
§¬n KiÕm 7 ( Thæ )			120,8,1	120,8,1	88,8,1	88,8,1							120,8,1	120,8,1	120,8,1						88,8,1	88,8,1	88,8,1						72,8,1	64,8,1						96,8,1	88,8,1						144,8,1	128,8,1	112,8,1												96,8,1	96,8,1						72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Tr­êng Th­¬ng 6 ( Kim )			120,8,1	120,8,1	88,8,1		88,8,1						120,8,1	120,8,1		120,8,1					88,8,1	88,8,1		88,8,1					72,8,1		56,8,1					96,8,1		120,8,1					144,8,1			96,8,1	96,8,1										96,8,1		104,8,1					72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Tr­êng Th­¬ng 7 ( Háa )			120,8,1	120,8,1	88,8,1		88,8,1						120,8,1	120,8,1		120,8,1					88,8,1	88,8,1		88,8,1					72,8,1		56,8,1					96,8,1		120,8,1					144,8,1			96,8,1	96,8,1										96,8,1		104,8,1					72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Tr­êng C«n 6 ( Kim )			120,8,1	120,8,1	88,8,1		88,8,1						120,8,1	120,8,1		120,8,1					88,8,1	88,8,1		88,8,1					72,8,1		56,8,1					96,8,1		120,8,1					144,8,1			96,8,1	96,8,1										96,8,1		104,8,1					72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Tr­êng C«n 7 ( Háa )			120,8,1	120,8,1	88,8,1		88,8,1						120,8,1	120,8,1		120,8,1					88,8,1	88,8,1		88,8,1					72,8,1		56,8,1					96,8,1		120,8,1					144,8,1			96,8,1	96,8,1										96,8,1		104,8,1					72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Song KiÕm 6 ( Thñy )			120,8,1	120,8,1	88,8,1			88,8,1					120,8,1	120,8,1			120,8,1				88,8,1	88,8,1			88,8,1				72,8,1			96,8,1				96,8,1			144,8,1				144,8,1					128,8,1	96,8,1								96,8,1			128,8,1				72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Song Chïy 6 ( Kim )			120,8,1	120,8,1	88,8,1			88,8,1					120,8,1	120,8,1			120,8,1				88,8,1	88,8,1			88,8,1				72,8,1			96,8,1				96,8,1			144,8,1				144,8,1					128,8,1	96,8,1								96,8,1			128,8,1				72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Song TriÒn Thñ - Kim			120,8,1	120,8,1	88,8,1								120,8,1	120,8,1							88,8,1	88,8,1							72,8,1							96,8,1							144,8,1													128,8,1	96,8,1							72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Song TriÒn Thñ - Thñy			120,8,1	120,8,1	88,8,1								120,8,1	120,8,1							88,8,1	88,8,1							72,8,1							96,8,1							144,8,1													128,8,1	96,8,1							72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Song TriÒn Thñ - Méc			120,8,1	120,8,1	88,8,1								120,8,1	120,8,1							88,8,1	88,8,1							72,8,1							96,8,1							144,8,1													128,8,1	96,8,1							72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Song TriÒn Thñ - Háa			120,8,1	120,8,1	88,8,1								120,8,1	120,8,1							88,8,1	88,8,1							72,8,1							96,8,1							144,8,1													128,8,1	96,8,1							72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Tr­êng C«n - Kim C«n			120,8,1	120,8,1	88,8,1		88,8,1						120,8,1	120,8,1		120,8,1					88,8,1	88,8,1		88,8,1					72,8,1		56,8,1					96,8,1		120,8,1					144,8,1			96,8,1	96,8,1										96,8,1		104,8,1					72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Tr­êng C«n - Háa C«n			120,8,1	120,8,1	88,8,1		88,8,1						120,8,1	120,8,1		120,8,1					88,8,1	88,8,1		88,8,1					72,8,1		56,8,1					96,8,1		120,8,1					144,8,1			96,8,1	96,8,1										96,8,1		104,8,1					72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Tr­êng Th­¬ng - Kim Th­¬ng			120,8,1	120,8,1	88,8,1		88,8,1						120,8,1	120,8,1		120,8,1					88,8,1	88,8,1		88,8,1					72,8,1		56,8,1					96,8,1		120,8,1					144,8,1			96,8,1	96,8,1										96,8,1		104,8,1					72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Tr­êng Th­¬ng - Háa Th­¬ng			120,8,1	120,8,1	88,8,1		88,8,1						120,8,1	120,8,1		120,8,1					88,8,1	88,8,1		88,8,1					72,8,1		56,8,1					96,8,1		120,8,1					144,8,1			96,8,1	96,8,1										96,8,1		104,8,1					72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
§¬n §ao - Kim			120,8,1	120,8,1	88,8,1	88,8,1							120,8,1	120,8,1	120,8,1						88,8,1	88,8,1	88,8,1						72,8,1	64,8,1						96,8,1	88,8,1						144,8,1	128,8,1	112,8,1												96,8,1	96,8,1						72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
§¬n §ao - Méc			120,8,1	120,8,1	88,8,1	88,8,1							120,8,1	120,8,1	120,8,1						88,8,1	88,8,1	88,8,1						72,8,1	64,8,1						96,8,1	88,8,1						144,8,1	128,8,1	112,8,1												96,8,1	96,8,1						72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
§¬n §ao - Thñy			120,8,1	120,8,1	88,8,1	88,8,1							120,8,1	120,8,1	120,8,1						88,8,1	88,8,1	88,8,1						72,8,1	64,8,1						96,8,1	88,8,1						144,8,1	128,8,1	112,8,1												96,8,1	96,8,1						72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
§¬n §ao Háa - Háa			120,8,1	120,8,1	88,8,1	88,8,1							120,8,1	120,8,1	120,8,1						88,8,1	88,8,1	88,8,1						72,8,1	64,8,1						96,8,1	88,8,1						144,8,1	128,8,1	112,8,1												96,8,1	96,8,1						72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
§¬n §ao - L«i			120,8,1	120,8,1	88,8,1	88,8,1							120,8,1	120,8,1	120,8,1						88,8,1	88,8,1	88,8,1						72,8,1	64,8,1						96,8,1	88,8,1						144,8,1	128,8,1	112,8,1												96,8,1	96,8,1						72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
§¬n KiÕm - Thñy			120,8,1	120,8,1	88,8,1	88,8,1							120,8,1	120,8,1	120,8,1						88,8,1	88,8,1	88,8,1						72,8,1	64,8,1						96,8,1	88,8,1						144,8,1	128,8,1	112,8,1												96,8,1	96,8,1						72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
§¬n KiÕm - L«i			120,8,1	120,8,1	88,8,1	88,8,1							120,8,1	120,8,1	120,8,1						88,8,1	88,8,1	88,8,1						72,8,1	64,8,1						96,8,1	88,8,1						144,8,1	128,8,1	112,8,1												96,8,1	96,8,1						72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
§¬n KiÕm L«I - L«i			120,8,1	120,8,1	88,8,1	88,8,1							120,8,1	120,8,1	120,8,1						88,8,1	88,8,1	88,8,1						72,8,1	64,8,1						96,8,1	88,8,1						144,8,1	128,8,1	112,8,1												96,8,1	96,8,1						72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Song Chïy - Kim			120,8,1	120,8,1	88,8,1			88,8,1					120,8,1	120,8,1			120,8,1				88,8,1	88,8,1			88,8,1				72,8,1			96,8,1				96,8,1			144,8,1				144,8,1					128,8,1	96,8,1								96,8,1			128,8,1				72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Song §ao - Thñy			120,8,1	120,8,1	88,8,1			88,8,1					120,8,1	120,8,1			120,8,1				88,8,1	88,8,1			88,8,1				72,8,1			96,8,1				96,8,1			144,8,1				144,8,1					128,8,1	96,8,1								96,8,1			128,8,1				72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
§¬n §ao - Ph¸t Quang 1			120,8,1	120,8,1	88,8,1	88,8,1							120,8,1	120,8,1	120,8,1						88,8,1	88,8,1	88,8,1						72,8,1	64,8,1						96,8,1	88,8,1						144,8,1	128,8,1	112,8,1												96,8,1	96,8,1						72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
§¬n KiÕm - Ph¸t Quang 1			120,8,1	120,8,1	88,8,1	88,8,1							120,8,1	120,8,1	120,8,1						88,8,1	88,8,1	88,8,1						72,8,1	64,8,1						96,8,1	88,8,1						144,8,1	128,8,1	112,8,1												96,8,1	96,8,1						72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
